frame	frame0	frame1	frame2	frame3	frame4	frame5	frame6	frame7	sent_cn	abst_lv	lemma_example
Request	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Request		965	725	6	ask	 	 	 	 
Request_entity	Request	Request_entity							31	24	1	order	 	 	 	 
Required_event	Being_necessary	Required_event							373	370	1	need	 	 	 	 
Requirement_scenario	Requirement_scenario								1	0	0	necessary	 	 	 	 
Rescuing	Event	Objective_influence	Transitive_action	Intentionally_affect	Rescuing				62	62	4	rescue	 	 	 	 
Research	Scrutiny	Research							294	71	1	research	 	 	 	x
Reserving	Scheduling	Reserving							40	39	1	book	 	 	 	 
Reshaping	Event	Objective_influence	Transitive_action	Damaging	Reshaping				178	176	4	squashed	 	 	 	 
Residence	Residence								672	424	0	live	 	 	 	 
Resolve_problem	Event	Intentionally_act	Resolve_problem						273	272	2	deal	 	 	 	 
Respond_to_proposal	Event	Eventive_affecting	Response	Communication_response	Respond_to_proposal				71	66	4	rebuff	 	 	 	 
Response	Event	Eventive_affecting	Response						154	68	2	respond	 	 	 	 
Response_scenario	Response_scenario								0	0	0		 	 	 	 
Responsibility	Event	Intentionally_act	Responsibility						114	0	2	responsibility	 	 	 	 
Rest	Being_included	Part_piece	Part_whole	Rest					32	6	3	rest	 	 	 	 
Result_of_attempt_scenario	Result_of_attempt_scenario								0	0	0		 	 	 	 
Resurrection	State	Dead_or_alive	Resurrection						29	5	2	back	 	 	 	x
Retaining	Possession	Retaining							41	32	1	retain	 	 	 	 
Reveal_secret	Statement	Reveal_secret							711	543	1	spill beans	 	 	 	 
Revenge	Event	Eventive_affecting	Response	Rewards_and_punishments	Revenge				299	103	4	payback	 	 	 	 
Revolution	Rebellion	Revolution							8	2	1	mutiny	 	 	 	 
Rewards_and_punishments	Event	Eventive_affecting	Response	Rewards_and_punishments					206	114	3	punish	 	 	 	 
Ride_vehicle	Ride_vehicle								164	145	0	take	 	 	 	 
Rising_to_a_challenge	Satisfying	Meet_specifications	Rising_to_a_challenge						22	13	2	rise	 	 	 	 
Risk_scenario	Risk_scenario								0	0	0		 	 	 	 
Risky_situation	Attributes	Gradable_attributes	Risky_situation						158	0	2	threat	 	 	 	 
Rite	Event	Intentionally_act	Rite						417	103	2	christen	 	 	 	 
Roadways	Locale	Locale_by_use	Roadways						1239	0	2	sidewalk	x	 	 	 
Robbery	Event	Misdeed	Committing_crime	Robbery					155	89	3	ransack	 	 	 	 
Rope_manipulation	Event	Objective_influence	Transitive_action	Intentionally_affect	Manipulate_into_shape	Rope_manipulation			70	68	5	tie	 	 	 	 
Rotting	Event	Rotting							91	87	1	perish	 	 	 	 
Run_risk	Attributes	Gradable_attributes	Likelihood	Run_risk					103	65	3	risk	 	 	 	 
Sacrificing_for	Possession	Sacrificing_for							8	8	1	sacrifice	 	 	 	x
Satisfying	Satisfying								3	3	0	satisfy	 	 	 	 
Scarcity	Attributes	Gradable_attributes	Abundance	Scarcity					55	0	3	plentiful	 	 	 	 
Scheduling	Event	Objective_influence	Transitive_action	Intentionally_affect	Making_arrangements	Scheduling			45	42	5	schedule	 	 	 	 
Scope	Attributes	Scope							7	0	1	scope	 	 	 	 
Scouring	Scrutiny	Scrutinizing_for	Scouring						99	84	2	scour	 	 	 	x
Scrutinizing_for	Scrutiny	Scrutinizing_for							5	5	1	examine	 	 	 	x
Scrutiny	Perception	Perception_active	Scrutiny						903	466	2	monitor	 	 	 	x
Searching_scenario	State	Attention	Searching_scenario						5	5	2	examine	 	 	 	x
Secrecy_status	Mental_activity	Awareness	Secrecy_status						291	0	2	secret	 	 	 	 
Seeking	Event	Intentionally_act	Attempt	Work	Seeking_to_achieve	Seeking			126	115	5	manhunt	 	 	 	 
Seeking_to_achieve	Event	Intentionally_act	Attempt	Work	Seeking_to_achieve				115	111	4	seek	 	 	 	 
Self_control	Preventing_or_letting	Self_control							11	11	1	can't help	 	 	 	 
Self_motion	Event	Motion	Self_motion						6568	6110	2	caper	x	 	 	 
Sending	Bringing	Sending							255	229	1	post	x	 	x	 
Sensation	Perception	Sensation							561	0	1	flavor	 	 	 	 
Sent_items	Sending	Sent_items							18	1	1	shipment	x	 	x	 
Sentencing	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Sentencing		102	60	6	sentencing	 	 	 	 
Separating	Event	Objective_influence	Transitive_action	Intentionally_affect	Separating				172	169	4	separate	 	 	 	 
Sequence	Relation	Sequence							174	0	1	series	 	 	 	 
Serving_in_capacity	Serving_in_capacity								11	11	0	serve	 	 	 	 
Set_of_interrelated_entities	Set_of_interrelated_entities								5	0	0	system	 	 	 	 
Set_relation	Inclusion_scenario	Set_relation							0	0	1		 	 	 	 
Setting_fire	Event	Objective_influence	Transitive_action	Setting_fire					123	122	3	light	 	 	 	 
Setting_out	Event	Eventive_affecting	Departing	Quitting_a_place	Setting_out				83	83	4	set out	x	x	 	 
Severity_of_offense	Offenses	Severity_of_offense							14	0	1	indictable	 	 	 	 
Sex	Sex								0	0	0		 	 	 	 
Sexual_reproduction_scenario	Sexual_reproduction_scenario								0	0	0		 	 	 	 
Shaped_part	Being_included	Part_piece	Part_whole	Shaped_part					4	1	3	brim	 	 	 	 
Shapes	Entity	Physical_entity	Bounded_entity	Shapes					552	0	3	line	 	 	 	x
Sharing	Reciprocality	Sharing							6	6	1	share	 	 	 	 
Sharpness	Attributes	Gradable_attributes	Sharpness						36	0	2	blunt	 	 	 	 
Shoot_projectiles	Event	Objective_influence	Transitive_action	Cause_motion	Shoot_projectiles				181	129	4	fire off	 	 	x	 
Shooting_scenario	Event	Intentionally_act	Attempting_and_resolving_scenario	Attempt_distant_interaction_scenario	Shooting_scenario				5	5	4	throw	 	 	 	x
Shopping	Event	Intentionally_act	Attempt	Work	Seeking_to_achieve	Seeking	Shopping		55	26	6	Shopping	 	 	 	 
Short_selling	Event	Objective_influence	Transitive_action	Intentionally_affect	Short_selling				3	2	4	sell short	 	 	 	 
Sidereal_appearance	Event	Motion	Motion_directional	Sidereal_appearance					35	30	3	rise	x	 	 	 
Sign	Evidence	Sign							144	26	1	sign	 	 	 	 
Sign_agreement	Event	Objective_influence	Transitive_action	Creating	Intentionally_create	Text_creation	Sign_agreement		194	179	6	sign	 	 	 	 
Silencing	Event	Objective_influence	Transitive_action	Intentionally_affect	Silencing				55	55	4	silence	 	 	 	 
Similarity	Attributes	Gradable_attributes	Similarity						639	105	2	differ	 	 	 	 
Simple_name	Simple_name								24	0	0	term	 	 	 	 
Simple_naming	Simple_name	Simple_naming							12	12	1	call	 	 	 	 
Simultaneity	Relation	Simultaneity							35	31	1	coincide	 	 	 	 
Size	Attributes	Gradable_attributes	Measurable_attributes	Size					613	0	3	small	 	 	 	 
Sleep	Process_continue	Sleep							157	79	1	nap	 	 	 	 
Sleep_wake_cycle	Sleep_wake_cycle								0	0	0		 	 	 	 
Smuggling	Event	Misdeed	Committing_crime	Smuggling					94	47	3	smuggle	 	 	 	 
Soaking	Event	Objective_influence	Transitive_action	Intentionally_affect	Soaking				41	41	4	soak	 	 	 	 
Soaking_up	Soaking_up								24	23	0	absorb	 	 	 	 
Sociability	Attributes	Gradable_attributes	Inclination	Sociability					132	0	3	outgoing	 	 	 	 
Social_behavior_evaluation	Attributes	Gradable_attributes	Social_behavior_evaluation						0	0	2		 	 	 	 
Social_connection	Relation	Relation_between_individuals	Social_connection						18	0	2	link	 	 	 	 
Social_desirability	Attributes	Gradable_attributes	Desirability	Social_desirability					6	0	3	common	 	 	 	 
Social_event	Event	Eventive_affecting	Social_event						538	3	2	Festival	 	 	 	 
Social_event_collective	Social_event	Social_event_collective							5	0	1	date	 	 	 	 
Social_event_individuals	Social_event	Social_event_individuals							1	0	1	went out with	 	 	 	 
Social_interaction_evaluation	Attributes	Gradable_attributes	Social_behavior_evaluation	Social_interaction_evaluation					1063	0	3	good-humored	 	 	 	 
Socially_significant_history_scenario	History_scenario	Socially_significant_history_scenario							0	0	1		 	 	 	 
Sole_instance	Instance	Sole_instance							66	0	1	one and only	 	 	 	 
Sound_level	Attributes	Gradable_attributes	Measurable_attributes	Sound_level					42	0	3	loud	 	 	 	 
Sound_movement	Sounds	Sound_movement							61	58	1	echo	 	 	 	 
Sounds	Perception	Sounds							1203	7	1	babble	 	 	 	 
Source_of_getting	Source_of_getting								99	0	0	source	 	 	 	 
Source_path_goal	Source_path_goal								0	0	0		 	 	 	 
Spatial_co-location	Relation	Basis_for_attribute	Locative_relation	Spatial_co-location					219	0	3	at	 	 	 	x
Spatial_contact	Relation	Basis_for_attribute	Locative_relation	Spatial_contact					402	4	3	on	 	 	 	x
Speak_on_topic	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Speak_on_topic		218	101	6	pontificate	 	 	 	 
Specific_individual	Specific_individual								73	0	0	particular	 	 	 	 
Speed_description	Attributes	Gradable_attributes	Measurable_attributes	Speed_description					66	0	3	rapid	 	 	 	 
Spelling_and_pronouncing	Event	Objective_influence	Transitive_action	Creating	Intentionally_create	Text_creation	Spelling_and_pronouncing		67	51	6	pronounce	 	 	 	 
Sports_jargon	Competition	Sports_jargon							1	1	1	serve	 	 	 	 
Stage_of_progress	Progression	Stage_of_progress							149	3	1	modern	 	 	 	 
Standing_by	Waiting	Standing_by							13	0	1	standing by	 	 	 	x
State	State								0	0	0		 	 	 	x
State_continue	State	State_continue							105	105	1	remain	 	 	 	x
State_of_entity	State	State_of_entity							37	0	1	state	 	 	 	x
Statement	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Statement		3699	2367	6	add	 	 	 	 
Stimulus_focus	Stimulus_focus								4129	2	0	solemn	 	 	 	 
Stinginess	Attributes	Gradable_attributes	Social_behavior_evaluation	Social_interaction_evaluation	Stinginess				82	0	4	mean	 	 	 	 
Store	Aggregate	Store							96	0	1	stockpile	x	 	x	 
Storing	Event	Objective_influence	Transitive_action	Placing	Storing				66	58	4	store	x	 	x	 
Strictness	Attributes	Gradable_attributes	Social_behavior_evaluation	Social_interaction_evaluation	Strictness				143	0	4	severe	 	 	 	 
Studying	Event	Objective_influence	Transitive_action	Intentionally_affect	Education_teaching	Studying			37	37	5	study	 	 	 	 
Suasion	Statement	Telling	Suasion						86	86	2	dissuade	 	 	 	 
Subjective_influence	Event	Intentionally_act	Subjective_influence						212	143	2	influence	 	 	 	 
Subjective_temperature	Subjective_temperature								5	0	0	cold	 	 	 	 
Submitting_documents	Event	Eventive_affecting	Lose_possession	Giving	Submitting_documents				79	72	4	submit	 	 	 	 
Subordinates_and_superiors	Relation	Relation_between_individuals	Subordinates_and_superiors						21	0	2	senior	 	 	 	 
Subsisting	State	Dead_or_alive	Subsisting						20	19	2	subsisted	 	 	 	x
Substance	Entity	Physical_entity	Substance						578	1	2	atropine	 	 	 	 
Substance_by_phase	Thermodynamic_phase	Substance_by_phase							59	1	1	solidify	 	 	 	 
Subversion	Preventing_or_letting	Thwarting	Subversion						50	49	2	subvert	 	 	 	 
Success_or_failure	Success_or_failure								298	180	0	manage	 	 	 	 
Successful_action	Successful_action								286	148	0	successful	 	 	 	 
Successfully_communicate_message	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Successfully_communicate_message		49	41	6	convey	 	 	 	 
Sufficiency	Attributes	Gradable_attributes	Position_on_a_scale	Sufficiency					466	30	3	enough	 	 	 	 
Suicide_attack	Event	Objective_influence	Transitive_action	Intentionally_affect	Attack	Suicide_attack			105	0	5	suicide attack	 	 	 	 
Suitability	Attributes	Gradable_attributes	Suitability						75	3	2	unsuitable	 	 	 	 
Summarizing	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Summarizing		72	72	6	sum up	 	 	 	 
Supply	Event	Eventive_affecting	Lose_possession	Giving	Supply				432	370	4	provide	 	 	 	 
Supporting	Event	Intentionally_act	Assistance	Supporting					85	84	3	support	 	 	 	 
Surpassing	Attributes	Gradable_attributes	Position_on_a_scale	Surpassing					138	138	3	outstrip	 	 	 	 
Surrendering	Event	Objective_influence	Transitive_action	Intentionally_affect	Arrest	Surrendering			18	18	5	surrender	 	 	 	 
Surrendering_possession	Event	Eventive_affecting	Lose_possession	Giving	Surrendering_possession				62	62	4	surrender	 	 	 	 
Surrounding	Relation	Basis_for_attribute	Locative_relation	Interior_profile_relation	Surrounding				138	43	4	around	 	 	 	x
Surviving	Success_or_failure	Surviving							35	32	1	survive	 	 	 	 
Suspicion	Criminal_investigation	Suspicion							16	14	1	suspect	 	 	 	 
Symmetrical_collective_reciprocality	Symmetrical_collective_reciprocality								1	0	0	alike	 	 	 	 
System	Set_of_interrelated_entities	System							102	0	1	system	 	 	 	 
System_complexity	Attributes	Gradable_attributes	System_complexity						14	0	2	complex	 	 	 	 
Take_place_of	Take_place_of								125	78	0	replace	 	 	 	 
Taking	Event	Getting	Taking						112	80	2	seize	 	 	 	 
Taking_captive	Taking_captive								99	71	0	capture	 	 	 	 
Taking_sides	Opinion	Taking_sides							297	85	1	opposition	 	 	 	 
Taking_time	Attributes	Gradable_attributes	Taking_time						86	37	2	slowly	 	 	 	 
Talking_into	Event	Objective_influence	Transitive_action	Intentionally_affect	Manipulate_into_doing	Talking_into			37	37	5	talk	 	 	 	 
Tasting	Scrutiny	Research	Trying_out	Tasting					13	13	3	try	 	 	x	 
Team	Aggregate	Team							9	0	1	crew	 	 	 	 
Telling	Statement	Telling							641	595	1	tell	 	 	 	 
Temperature	Attributes	Gradable_attributes	Measurable_attributes	Temperature					87	0	3	cool	 	 	 	 
Temporal_collocation	Relation	Basis_for_attribute	Temporal_collocation						773	0	2	ultimately	 	 	 	 
Temporal_pattern	Event	Temporal_pattern							20	0	1	rhythm	 	 	 	 
Temporal_subregion	Being_included	Part_piece	Part_whole	Part_orientational	Temporal_subregion				307	0	4	end	 	 	 	 
Temporary_group	Aggregate	Organization	Temporary_group						7	0	2	detachment	 	 	 	 
Temporary_leave	Relation	Basis_for_attribute	Locative_relation	Expected_location_of_person	Temporary_leave				73	2	4	absence	 	 	 	x
Temporary_stay	State	Being_located	Visiting	Temporary_stay					155	91	3	stay	 	 	 	x
Temporary_transfer_scenario	Transfer_scenario	Temporary_transfer_scenario							0	0	1		 	 	 	 
Terms_of_agreement	Entity	Artifact	Text	Documents	Terms_of_agreement				30	0	4	clause	 	 	 	 
Terrorism	Event	Objective_influence	Transitive_action	Cause_bodily_experience	Cause_harm	Terrorism			247	0	5	terrorism	 	 	 	 
Text	Entity	Artifact	Text						1416	0	2	account	 	 	 	 
Text_creation	Event	Objective_influence	Transitive_action	Creating	Intentionally_create	Text_creation			428	427	5	write up	 	 	 	 
Theft	Event	Misdeed	Committing_crime	Theft					456	269	3	steal	 	 	 	 
Thermodynamic_phase	Thermodynamic_phase								0	0	0		 	 	 	 
Thriving	State	Thriving							92	82	1	thrive	 	 	 	x
Thwarting	Preventing_or_letting	Thwarting							88	87	1	thwart	 	 	 	 
Time_period_of_action	Timespan	Time_period_of_action							9	0	1	window	 	 	 	 
Time_vector	Relation	Basis_for_attribute	Time_vector						477	0	2	previously	 	 	 	 
Timespan	Timespan								113	0	0	day	 	 	 	 
Timetable	Timetable								32	2	0	schedule	 	 	 	 
Tolerating	Experiencer_focus	Tolerating							10	7	1	bear	 	 	 	 
Tool_purpose	Relation	Inherent_purpose	Tool_purpose						23	1	2	use	 	 	 	x
Topic	Entity	Artifact	Text	Topic					378	185	3	about	 	 	 	 
Touring	Perception	Perception_active	Touring						96	27	2	tourism	 	 	 	x
Toxic_substance	Event	Objective_influence	Transitive_action	Cause_bodily_experience	Cause_harm	Toxic_substance			120	0	5	toxin	 	 	 	 
Transfer	Event	Eventive_affecting	Transfer						193	39	2	transfer	 	 	 	 
Transfer_scenario	Transfer_scenario								0	0	0		 	 	 	 
Transition_to_a_quality	Event	Transition_to_state	Becoming	Transition_to_a_quality					39	39	3	go	 	 	 	 
Transition_to_a_situation	Event	Transition_to_state	Transition_to_a_situation						7	7	2	come	 	 	 	 
Transition_to_state	Event	Transition_to_state							129	128	1	become	 	 	 	 
Transitive_action	Event	Objective_influence	Transitive_action						0	0	2		 	 	 	 
Translating	Event	Objective_influence	Transitive_action	Creating	Intentionally_create	Translating			25	23	5	translate	 	 	 	 
Transportation_status	State	Transportation_status							33	0	1	mount	 	 	 	x
Trap	Deception_end	Intentional_deception	Trap						1	0	2	trap	 	 	 	 
Travel	Event	Motion	Self_motion	Travel					714	185	3	journey	x	 	 	 
Traversing	Event	Traversing							303	282	1	hop	 	x	 	 
Treating_and_mistreating	Conduct	Treating_and_mistreating							12	12	1	treat	 	 	 	 
Trendiness	Attributes	Gradable_attributes	Social_behavior_evaluation	Trendiness					57	0	3	fashionable	 	 	 	 
Trial	Trial								61	0	0	trial	 	 	 	 
Triggering	Triggering								65	65	0	set off	 	 	 	 
Trust	Attributes	Gradable_attributes	Certainty	Trust					32	21	3	believe	 	 	 	 
Try_defendant	Try_defendant								45	45	0	try	 	 	 	 
Trying_out	Scrutiny	Research	Trying_out						44	39	2	try	 	 	 	x
Turning_out	Event	Coming_to_believe	Turning_out						25	25	2	turn out	 	 	 	 
Type	Type								532	0	0	form	 	 	 	 
